,recipient,award_type,event_key,year
860,frc45,11,2015inkok,2015
861,frc45,30,2015inwla,2015
862,frc45,1,2016inpmh,2016
863,frc45,1,2016inwla,2016
864,frc45,20,2019inwla,2019
865,frc46,10,1998cmp,1998
866,frc47,10,1996cmp,1996
867,frc47,10,1996nh,1996
868,frc47,0,1997cmp,1997
869,frc47,2,1997cmp,1997
870,frc47,13,1997nh,1997
871,frc47,39,1997nj,1997
872,frc47,1,1998mi,1998
873,frc47,1,1998nh,1998
874,frc47,39,1998nh,1998
875,frc47,1,1998tx,1998
876,frc47,17,1998tx,1998
877,frc47,39,1998tx,1998
878,frc47,47,1999mi,1999
879,frc47,17,1999pa,1999
880,frc47,51,2000cmp,2000
881,frc47,1,2000il,2000
882,frc47,1,2000mi,2000
883,frc47,38,2000nj,2000
884,frc47,39,2000nj,2000
885,frc47,51,2001cmp,2001
886,frc47,13,2001ct,2001
887,frc47,2,2001cur,2001
888,frc47,38,2001mi1,2001
889,frc47,1,2001ny2,2001
890,frc47,30,2001ny2,2001
891,frc47,38,2001ny2,2001
892,frc47,13,2002gl,2002
893,frc47,1,2002mi,2002
894,frc47,16,2002mi,2002
895,frc47,40,2002mi,2002
896,frc47,26,2002oh,2002
897,frc47,2,2003arc,2003
898,frc47,22,2003mi,2003
899,frc47,1,2004dt,2004
900,frc47,20,2004sj,2004
901,frc47,30,2005cmp,2005
902,frc47,3,2005dt,2005
903,frc47,30,2005mi,2005
904,frc47,18,2007dt,2007
905,frc47,26,2007dt,2007
906,frc47,18,2007mi,2007
907,frc47,31,2007mi,2007
908,frc47,2,2008dt,2008
909,frc47,22,2008gl,2008
910,frc47,30,2009gt,2009
911,frc47,13,2009oc,2009
912,frc48,1,1999cmp,1999
913,frc48,47,1999cmp,1999
914,frc48,2,2000pa,2000
915,frc48,26,2000pa,2000
916,frc48,44,2000pa,2000
917,frc48,38,2002on,2002
918,frc48,16,2003on,2003
919,frc48,13,2003pit,2003
920,frc48,17,2003pit,2003
921,frc48,13,2004oh,2004
922,frc48,2,2004oh,2004
923,frc48,2,2004on,2004
924,frc48,32,2004on,2004
925,frc48,38,2004on,2004
926,frc48,9,2004on,2004
927,frc48,17,2004pit,2004
928,frc48,0,2005oh,2005
929,frc48,27,2005oh,2005
930,frc48,31,2005oh,2005
931,frc48,19,2005on,2005
932,frc48,2,2005on,2005
933,frc48,18,2005pit,2005
934,frc48,2,2006cur,2006
935,frc48,18,2006nj,2006
936,frc48,0,2006oh,2006
937,frc48,17,2006oh,2006
938,frc48,18,2006oh,2006
939,frc48,2,2007cur,2007
940,frc48,1,2007oh,2007
941,frc48,18,2007oh,2007
942,frc48,19,2007on,2007
943,frc48,2,2007pit,2007
944,frc48,11,2008il,2008
945,frc48,18,2008il,2008
946,frc48,18,2008oh,2008
947,frc48,31,2008oh,2008
948,frc48,18,2008pit,2008
949,frc48,27,2008pit,2008
950,frc48,18,2009ct,2009
951,frc48,30,2009ct,2009
952,frc48,18,2009oh,2009
953,frc48,31,2009oh,2009
954,frc48,13,2009pit,2009
955,frc48,1,2010nc,2010
956,frc48,17,2011nc,2011
957,frc48,18,2011nc,2011
958,frc48,2,2011pit,2011
959,frc48,1,2011tn,2011
960,frc48,18,2012ohc,2012
961,frc48,2,2012ohc,2012
962,frc48,0,2012pit,2012
963,frc48,1,2012pit,2012
964,frc48,3,2012pit,2012
965,frc48,1,2012wi,2012
966,frc48,17,2012wi,2012
967,frc48,18,2013nyro,2013
968,frc48,2,2013nyro,2013
969,frc48,4,2013ohic,2013
970,frc48,18,2014inth,2014
971,frc48,3,2014papi,2014
972,frc48,18,2015ohci,2015
973,frc48,2,2015ohcl,2015
974,frc48,30,2015ohcl,2015
975,frc48,11,2015papi,2015
976,frc48,18,2015papi,2015
977,frc48,2,2015papi,2015
978,frc48,18,2016nytr,2016
979,frc48,22,2016nytr,2016
980,frc48,16,2016paca,2016
981,frc48,1,2017ohsp,2017
982,frc48,18,2017ohsp,2017
983,frc48,3,2017ohsp,2017
984,frc48,9,2017ohsp,2017
985,frc48,1,2017tnkn,2017
986,frc48,11,2017tnkn,2017
987,frc48,17,2017wila,2017
988,frc48,18,2018paca,2018
989,frc48,1,2019ilch,2019
990,frc48,1,2019ohcl,2019
991,frc48,1,2019paca,2019
992,frc48,3,2019paca,2019
993,frc49,30,1999il,1999
994,frc49,44,2000mi,2000
995,frc49,13,2001cmp,2001
996,frc49,30,2001mi2,2001
997,frc49,13,2002gl,2002
998,frc49,0,2002oh,2002
999,frc49,0,2003pit,2003
1000,frc49,1,2003pit,2003
1001,frc49,38,2003pit,2003
1002,frc49,30,2005md,2005
1003,frc49,20,2005pit,2005
1004,frc49,9,2007pit,2007
1005,frc49,2,2008la,2008
1006,frc49,21,2010sc,2010
1007,frc49,29,2010wc,2010
1008,frc51,1,2010dt,2010
1009,frc51,18,2010dt,2010
1010,frc51,20,2010dt,2010
1011,frc51,20,2010gg,2010
1012,frc51,1,2011cur,2011
1013,frc51,1,2011dt,2011
1014,frc51,21,2011dt,2011
1015,frc51,21,2011gg,2011
1016,frc51,13,2012dt,2012
1017,frc51,21,2012gg,2012
1018,frc51,21,2012gl,2012
1019,frc51,13,2013miwfd,2013
1020,frc51,2,2013miwfd,2013
1021,frc51,16,2014misou,2014
1022,frc51,2,2014miwat,2014
1023,frc51,30,2014miwat,2014
1024,frc51,21,2015mitvc,2015
1025,frc51,1,2016mihow,2016
1026,frc51,30,2016miwat,2016
1027,frc51,17,2017migay,2017
1028,frc51,2,2017migay,2017
1029,frc51,1,2017mihow,2017
1030,frc51,30,2017mihow,2017
1031,frc51,1,2018dar,2018
1032,frc51,2,2018marc,2018
1033,frc51,13,2018micmp3,2018
1034,frc51,27,2018mimil,2018
1035,frc51,17,2018mitvc,2018
1036,frc51,2,2019micen,2019
1037,frc51,29,2019micen,2019
1038,frc51,1,2019mitry,2019
1039,frc51,29,2019mitry,2019
1040,frc51,21,2020mimil,2020
1041,frc52,13,1997nj,1997
1042,frc52,13,1998nj,1998
1043,frc53,55,2001cmp,2001
1044,frc53,1,2001gal,2001
1045,frc53,1,2005md,2005
1046,frc55,10,1995cmp,1995
1047,frc55,30,1999pa,1999
1048,frc55,1,2000li,2000
1049,frc55,26,2000li,2000
1050,frc55,30,2000li,2000
1051,frc55,2,2000tx,2000
1052,frc55,26,2000tx,2000
1053,frc56,30,1997nj,1997
1054,frc56,20,1999cmp,1999
1055,frc56,43,1999pa,1999
1056,frc56,30,2000nj,2000
1057,frc56,1,2001nj,2001
1058,frc56,1,2001pa,2001
1059,frc56,38,2001pa,2001
1060,frc56,27,2002li,2002
1061,frc56,19,2003nj,2003
1062,frc56,1,2004nj,2004
1063,frc56,2,2005cmp,2005
1064,frc56,1,2005gal,2005
1065,frc56,17,2005nj,2005
1066,frc56,2,2005nj,2005
1067,frc56,1,2005pa,2005
1068,frc56,16,2005sac,2005
1069,frc56,16,2006md,2006
1070,frc56,13,2006nj,2006
1071,frc56,29,2007fl,2007
1072,frc56,2,2007ny,2007
1073,frc56,29,2007ny,2007
1074,frc56,20,2008fl,2008
1075,frc56,26,2008ny,2008
1076,frc56,1,2009ny,2009
1077,frc56,17,2009ny,2009
1078,frc56,1,2009pa,2009
1079,frc56,17,2009pa,2009
1080,frc56,2,2010pa,2010
1081,frc56,20,2011pa,2011
1082,frc56,1,2012nj,2012
1083,frc56,1,2013njewn,2013
1084,frc56,1,2014njfla,2014
1085,frc56,29,2014paphi,2014
1086,frc56,2,2015njbri,2015
1087,frc56,27,2015njfla,2015
1088,frc56,1,2016njski,2016
1089,frc56,13,2016njski,2016
1090,frc56,16,2017njbri,2017
1091,frc56,2,2018dar,2018
1092,frc56,1,2018njbri,2018
1093,frc56,20,2018njbri,2018
1094,frc56,0,2019njbri,2019
1095,frc56,1,2019njbri,2019
1096,frc57,43,1998tx,1998
1097,frc57,1,2001fl,2001
1098,frc57,39,2001tx,2001
1099,frc57,9,2002tx,2002
1100,frc57,30,2004gl,2004
1101,frc57,1,2004tx,2004
1102,frc57,30,2004tx,2004
1103,frc57,22,2005gl,2005
1104,frc57,9,2005gl,2005
1105,frc57,18,2005tx,2005
1106,frc57,26,2005tx,2005
1107,frc57,13,2006gl,2006
1108,frc57,19,2006tx,2006
1109,frc57,19,2007tx,2007
1110,frc57,2,2007tx,2007
1111,frc57,30,2008az,2008
1112,frc57,1,2008tx,2008
1113,frc57,20,2010la,2010
1114,frc57,3,2010la,2010
1115,frc57,11,2010tx,2010
1116,frc57,0,2011stx,2011
1117,frc57,2,2011stx,2011
1118,frc57,4,2011stx,2011
1119,frc57,17,2011tx,2011
1120,frc57,11,2012tx,2012
1121,frc57,11,2013txho,2013
1122,frc57,2,2013txho,2013
1123,frc57,11,2014txho,2014
1124,frc57,2,2015txho,2015
1125,frc57,2,2016txho,2016
1126,frc57,21,2016txho,2016
1127,frc57,68,2016txho,2016
1128,frc58,10,1996nh,1996
1129,frc58,43,1998nh,1998
1130,frc58,43,2000ne,2000
1131,frc58,2,2001ct,2001
1132,frc58,1,2003nh,2003
1133,frc58,17,2003nh,2003
1134,frc58,2,2005nh,2005
1135,frc58,31,2005nh,2005
1136,frc58,20,2006nh,2006
1137,frc58,13,2007nh,2007
1138,frc58,16,2008nh,2008
1139,frc58,2,2008nh,2008
1140,frc58,19,2009nh,2009
1141,frc58,27,2010nh,2010
1142,frc58,1,2012nh,2012
1143,frc58,20,2012nh,2012
1144,frc58,3,2012nh,2012
1145,frc58,16,2013mele,2013
1146,frc58,11,2014melew,2014
1147,frc58,17,2014necmp,2014
1148,frc58,1,2014nhdur,2014
1149,frc58,30,2014nhdur,2014
1150,frc58,13,2015melew,2015
1151,frc58,2,2015melew,2015
1152,frc58,17,2015nhdur,2015
1153,frc58,2,2015nhdur,2015
1154,frc58,20,2016marea,2016
1155,frc58,11,2017marea,2017
1156,frc58,2,2017melew,2017
1157,frc58,2,2018mabri,2018
1158,frc58,21,2018mabri,2018
1159,frc58,30,2018melew,2018
1160,frc59,30,1999fl,1999
1161,frc59,13,2000fl,2000
1162,frc59,20,2001fl,2001
1163,frc59,1,2001gal,2001
1164,frc59,27,2005li,2005
1165,frc59,30,2005li,2005
1166,frc59,30,2006fl,2006
1167,frc59,30,2007nv,2007
1168,frc59,2,2018flor,2018
1169,frc59,21,2018flor,2018
1170,frc59,68,2018flor,2018
1171,frc59,21,2018flwp,2018
1172,frc59,17,2019flwp,2019
1173,frc59,2,2019flwp,2019
1174,frc59,68,2019flwp,2019
1175,frc60,46,1999ca,1999
1176,frc60,1,2000ca,2000
1177,frc60,17,2000ca,2000
1178,frc60,39,2000ca,2000
1179,frc60,17,2001ca1,2001
1180,frc60,1,2001ca2,2001
1181,frc60,27,2001ca2,2001
1182,frc60,40,2001ca2,2001
1183,frc60,17,2001cmp,2001
1184,frc60,1,2001cur,2001
1185,frc60,1,2002ca,2002
1186,frc60,16,2002ca,2002
1187,frc60,16,2002cmp,2002
1188,frc60,1,2002cur,2002
1189,frc60,1,2002sj,2002
1190,frc60,17,2002sj,2002
1191,frc60,40,2002sj,2002
1192,frc60,19,2003az,2003
1193,frc60,1,2003ca,2003
1194,frc60,13,2003ca,2003
1195,frc60,17,2004az,2004
1196,frc60,17,2004co,2004
1197,frc60,2,2004co,2004
1198,frc60,22,2004co,2004
1199,frc60,9,2005az,2005
1200,frc60,0,2005nv,2005
1201,frc60,22,2005nv,2005
1202,frc60,1,2006az,2006
1203,frc60,2,2006nv,2006
1204,frc60,1,2007az,2007
1205,frc60,22,2007nv,2007
1206,frc60,1,2008az,2008
1207,frc60,1,2008new,2008
1208,frc60,26,2008nv,2008
1209,frc60,11,2009nv,2009
1210,frc60,2,2011az,2011
1211,frc60,1,2011nv,2011
1212,frc60,4,2012nv,2012
1213,frc60,2,2013azch,2013
1214,frc60,2,2014azch,2014
1215,frc60,2,2015azch,2015
1216,frc60,21,2015azch,2015
1217,frc60,3,2015azch,2015
1218,frc60,4,2015azch,2015
1219,frc60,2,2015nvlv,2015
1220,frc60,9,2015nvlv,2015
1221,frc60,3,2016azfl,2016
1222,frc60,2,2016nvlv,2016
1223,frc60,68,2016nvlv,2016
1224,frc60,2,2017azfl,2017
1225,frc60,2,2019azfl,2019
1226,frc60,3,2019azfl,2019
1227,frc61,44,1998nh,1998
1228,frc61,47,1998nh,1998
1229,frc61,1,2004fl,2004
1230,frc61,13,2004fl,2004
1231,frc61,17,2005fl,2005
1232,frc61,13,2006fl,2006
1233,frc61,2,2008ct,2008
1234,frc61,2,2008ma,2008
1235,frc61,1,2009ma,2009
1236,frc61,2,2010ct,2010
1237,frc61,2,2013nhma,2013
1238,frc61,17,2014mawor,2014
1239,frc61,16,2014rismi,2014
1240,frc61,2,2015maspr,2015
1241,frc61,21,2015maspr,2015
1242,frc61,17,2015rismi,2015
1243,frc61,2,2015rismi,2015
1244,frc61,21,2018necmp,2018
1245,frc61,21,2018rismi,2018
1246,frc61,13,2019rismi,2019
1247,frc61,21,2020ctnct,2020
1248,frc62,13,2000ne,2000
1249,frc63,1,2002pa,2002
1250,frc63,2,2003pit,2003
1251,frc63,9,2005pit,2005
1252,frc63,13,2006pit,2006
1253,frc63,0,2007pit,2007
1254,frc63,11,2008pit,2008
1255,frc63,31,2008pit,2008
1256,frc63,27,2009oh,2009
1257,frc63,11,2009pit,2009
1258,frc63,18,2009pit,2009
1259,frc63,3,2009pit,2009
1260,frc63,1,2010pit,2010
1261,frc63,12,2010pit,2010
1262,frc63,21,2010pit,2010
1263,frc63,17,2010roc,2010
1264,frc63,17,2011dc,2011
1265,frc63,2,2011dc,2011
1266,frc63,0,2011pit,2011
1267,frc63,20,2012pit,2012
1268,frc63,2,2013mele,2013
1269,frc63,20,2018wimi,2018
1270,frc64,30,1999ca,1999
1271,frc64,44,1999pa,1999
1272,frc64,26,2000ca,2000
1273,frc64,17,2000tx,2000
1274,frc64,39,2000tx,2000
1275,frc64,1,2001va,2001
1276,frc64,1,2002ca,2002
1277,frc64,26,2002ca,2002
1278,frc64,39,2002ca,2002
1279,frc64,20,2002cmp,2002
1280,frc64,1,2002cur,2002
1281,frc64,38,2002wa,2002
1282,frc64,27,2004co,2004
1283,frc64,17,2005az,2005
1284,frc64,27,2005az,2005
1285,frc64,31,2005az,2005
1286,frc64,32,2005az,2005
1287,frc64,2,2005cmp,2005
1288,frc64,16,2005co,2005
1289,frc64,2,2005co,2005
1290,frc64,32,2005co,2005
1291,frc64,1,2005gal,2005
1292,frc64,1,2005nv,2005
1293,frc64,17,2005nv,2005
1294,frc64,18,2005nv,2005
1295,frc64,27,2005nv,2005
1296,frc65,10,1997nj,1997
1297,frc65,45,1997nj,1997
1298,frc65,46,1998il,1998
1299,frc65,13,1998mi,1998
1300,frc65,19,1998mi,1998
1301,frc65,3,1999cmp,1999
1302,frc65,13,1999il,1999
1303,frc65,43,1999mi,1999
1304,frc65,19,2000il,2000
1305,frc65,43,2000il,2000
1306,frc65,13,2000mi,2000
1307,frc65,2,2000mi,2000
1308,frc65,51,2001cmp,2001
1309,frc65,2,2001mi1,2001
1310,frc65,27,2001mi1,2001
1311,frc65,27,2001mi2,2001
1312,frc65,1,2002gl,2002
1313,frc65,39,2002gl,2002
1314,frc65,22,2002mi,2002
1315,frc65,1,2003arc,2003
1316,frc65,1,2003cmp,2003
1317,frc65,0,2003gl,2003
1318,frc65,19,2003il,2003
1319,frc65,2,2003il,2003
1320,frc65,13,2004gl,2004
1321,frc65,2,2004il,2004
1322,frc65,0,2005gl,2005
1323,frc65,2,2005il,2005
1324,frc65,29,2005il,2005
1325,frc65,2,2007gal,2007
1326,frc65,22,2007gl,2007
1327,frc65,16,2009dt,2009
1328,frc65,2,2009gg,2009
1329,frc65,1,2009gl,2009
1330,frc65,26,2009gl,2009
1331,frc66,13,1998mi,1998
1332,frc66,2,2001mi2,2001
1333,frc66,1,2002cmp,2002
1334,frc66,17,2002mi,2002
1335,frc66,2,2002mi,2002
1336,frc66,1,2002new,2002
1337,frc66,2,2004cur,2004
1338,frc66,1,2004gl,2004
1339,frc66,26,2005cmp,2005
1340,frc66,1,2005gl,2005
1341,frc66,1,2005mi,2005
1342,frc66,16,2005mi,2005
1343,frc66,0,2006gl,2006
1344,frc66,17,2006mi,2006
1345,frc66,0,2007oh,2007
1346,frc66,27,2007oh,2007
1347,frc66,2,2008gl,2008
1348,frc66,0,2009dt,2009
1349,frc66,1,2009dt,2009
1350,frc66,18,2009dt,2009
1351,frc66,31,2010gt,2010
1352,frc66,1,2010wc,2010
1353,frc66,30,2010wc,2010
1354,frc66,0,2011gt,2011
1355,frc66,1,2011wc,2011
1356,frc66,0,2012gt,2012
1357,frc66,2,2012wca,2012
1358,frc66,13,2013miliv,2013
1359,frc66,27,2014mibed,2014
1360,frc66,4,2014micmp,2014
1361,frc66,22,2014miesc,2014
1362,frc66,17,2014mimid,2014
1363,frc66,1,2015miesc,2015
1364,frc66,22,2015miesc,2015
1365,frc66,16,2015mihow,2015
1366,frc66,2,2016miann,2016
1367,frc66,22,2016miann,2016
1368,frc66,0,2016micmp,2016
1369,frc66,0,2016misjo,2016
1370,frc66,0,2017micmp,2017
1371,frc66,0,2017misjo,2017
1372,frc66,0,2018mibel,2018
1373,frc66,3,2018micmp,2018
1374,frc66,0,2019micmp,2019
1375,frc66,9,2019milin,2019
1376,frc66,0,2019mimil,2019
1377,frc66,0,2020mimil,2020
1378,frc67,10,1997cmp,1997
1379,frc67,38,1998cmp,1998
1380,frc67,51,1998cmp,1998
1381,frc67,17,1998il,1998
1382,frc67,38,1998mi,1998
1383,frc67,38,1998tx,1998
1384,frc67,51,1999cmp,1999
1385,frc67,38,1999il,1999
1386,frc67,30,1999mi,1999
1387,frc67,1,1999pa,1999
1388,frc67,38,1999pa,1999
1389,frc67,26,2000il,2000
1390,frc67,17,2000mi,2000
1391,frc67,1,2000va,2000
1392,frc67,17,2000va,2000
1393,frc67,2,2001ct,2001
1394,frc67,3,2002cmp,2002
1395,frc67,1,2002gl,2002
1396,frc67,10,2002gl,2002
1397,frc67,38,2002mi,2002
1398,frc67,39,2002mi,2002
1399,frc67,40,2002mi,2002
1400,frc67,16,2002oh,2002
1401,frc67,2,2002oh,2002
1402,frc67,39,2002oh,2002
1403,frc67,1,2003gl,2003
1404,frc67,13,2003mi,2003
1405,frc67,2,2003new,2003
1406,frc67,38,2004cmp,2004
1407,frc67,13,2004gl,2004
1408,frc67,2,2004mi,2004
1409,frc67,38,2004mi,2004
1410,frc67,1,2004new,2004
1411,frc67,1,2004oh,2004
1412,frc67,16,2004oh,2004
1413,frc67,0,2005cmp,2005
1414,frc67,1,2005cmp,2005
1415,frc67,1,2005gl,2005
1416,frc67,26,2005gl,2005
1417,frc67,0,2005mi,2005
1418,frc67,1,2005new,2005
1419,frc67,1,2005oh,2005
1420,frc67,1,2006gl,2006
1421,frc67,2,2007cur,2007
1422,frc67,16,2007gl,2007
1423,frc67,26,2007gl,2007
1424,frc67,2,2008cmp,2008
1425,frc67,1,2008cur,2008
1426,frc67,1,2008gl,2008
1427,frc67,11,2008gl,2008
1428,frc67,26,2008roc,2008
1429,frc67,1,2009cmp,2009
1430,frc67,16,2009cmp,2009
1431,frc67,1,2009dt1,2009
1432,frc67,17,2009dt1,2009
1433,frc67,1,2009gal,2009
1434,frc67,1,2009gl,2009
1435,frc67,16,2009gl,2009
1436,frc67,1,2009grl,2009
1437,frc67,11,2009grl,2009
1438,frc67,1,2009oc,2009
1439,frc67,17,2009oc,2009
1440,frc67,1,2010cmp,2010
1441,frc67,1,2010dt,2010
1442,frc67,12,2010dt,2010
1443,frc67,16,2010dt,2010
1444,frc67,1,2010gg,2010
1445,frc67,12,2010gg,2010
1446,frc67,17,2010gg,2010
1447,frc67,2,2010gl,2010
1448,frc67,1,2010new,2010
1449,frc67,1,2011gl,2011
1450,frc67,16,2011mi,2011
1451,frc67,2,2011mi,2011
1452,frc67,2,2012arc,2012
1453,frc67,1,2012gl,2012
1454,frc67,16,2012gl,2012
1455,frc67,1,2012oc1,2012
1456,frc67,21,2012oc1,2012
1457,frc67,1,2012oc,2012
1458,frc67,29,2012oc,2012
1459,frc67,1,2012wca,2012
1460,frc67,16,2012wca,2012
1461,frc67,2,2013cur,2013
1462,frc67,2,2013micmp,2013
1463,frc67,21,2013micmp,2013
1464,frc67,2,2013mitry,2013
1465,frc67,21,2013mitry,2013
1466,frc67,11,2013miwfd,2013
1467,frc67,1,2014gal,2014
1468,frc67,2,2014micmp,2014
1469,frc67,21,2014micmp,2014
1470,frc67,3,2014micmp,2014
1471,frc67,1,2014mihow,2014
1472,frc67,16,2014mihow,2014
1473,frc67,1,2014milan,2014
1474,frc67,29,2014milan,2014
1475,frc67,2,2014miwat,2014
1476,frc67,21,2014miwat,2014
1477,frc67,2,2015cars,2015
1478,frc67,1,2015miliv,2015
1479,frc67,21,2015miliv,2015
1480,frc67,1,2015miwat,2015
1481,frc67,17,2015miwat,2015
1482,frc67,1,2016micmp,2016
1483,frc67,1,2016mihow,2016
1484,frc67,17,2016mihow,2016
1485,frc67,1,2016miwat,2016
1486,frc67,16,2016miwat,2016
1487,frc67,1,2017arc,2017
1488,frc67,17,2017micmp2,2017
1489,frc67,2,2017micmp2,2017
1490,frc67,17,2017miwat,2017
1491,frc67,2,2017miwat,2017
1492,frc67,1,2018micmp1,2018
1493,frc67,2,2018micmp,2018
1494,frc67,2,2018mimil,2018
1495,frc67,21,2018mimil,2018
1496,frc67,2,2018misou,2018
1497,frc67,1,2018mitry,2018
1498,frc67,16,2018mitry,2018
1499,frc67,29,2019micmp1,2019
1500,frc67,4,2019micmp,2019
1501,frc67,16,2019milin,2019
1502,frc67,1,2019mimil,2019
1503,frc67,17,2019mimil,2019
1504,frc67,4,2020micmp,2020
1505,frc67,1,2020mimil,2020
1506,frc67,29,2020mimil,2020
1507,frc68,30,1998il,1998
1508,frc68,10,1998mi,1998
1509,frc68,17,1999cmp,1999
1510,frc68,13,1999mi,1999
1511,frc68,44,1999mi,1999
1512,frc68,2,2000il,2000
1513,frc68,13,2000mi,2000
1514,frc68,30,2000mi,2000
1515,frc68,13,2000tx,2000
1516,frc68,43,2000tx,2000
1517,frc68,2,2002gl,2002
1518,frc68,27,2002gl,2002
1519,frc68,27,2002mi,2002
1520,frc68,2,2002oh,2002
1521,frc68,20,2002oh,2002
1522,frc68,22,2003az,2003
1523,frc68,27,2003cmp,2003
1524,frc68,27,2003il,2003
1525,frc68,2,2004co,2004
1526,frc68,38,2004co,2004
1527,frc68,1,2005gl,2005
1528,frc68,1,2005wat,2005
1529,frc68,13,2005wat,2005
1530,frc68,16,2005wat,2005
1531,frc68,29,2006sc,2006
1532,frc68,17,2006wat,2006
1533,frc68,13,2007gl,2007
1534,frc68,17,2007wat,2007
1535,frc68,27,2007wat,2007
1536,frc68,0,2008gl,2008
1537,frc68,13,2008roc,2008
1538,frc68,2,2008wat,2008
1539,frc68,29,2008wat,2008
1540,frc68,2,2009cmp,2009
1541,frc68,1,2009cur,2009
1542,frc68,9,2009gg,2009
1543,frc68,13,2009gl,2009
1544,frc68,1,2009grl,2009
1545,frc68,22,2009grl,2009
1546,frc68,11,2009oc,2009
1547,frc68,2,2009oc,2009
1548,frc68,11,2011oc1,2011
1549,frc68,9,2011oc,2011
1550,frc68,17,2011wc,2011
1551,frc68,2,2012new,2012
1552,frc68,22,2012oc1,2012
1553,frc68,9,2012wca,2012
1554,frc68,0,2013miket,2013
1555,frc68,18,2013miket,2013
1556,frc68,18,2013miwmi,2013
1557,frc68,22,2013miwmi,2013
1558,frc68,22,2014mibed,2014
1559,frc68,0,2014micmp,2014
1560,frc68,1,2014mimid,2014
1561,frc68,16,2014mimid,2014
1562,frc68,0,2014miwat,2014
1563,frc68,18,2015inkok,2015
1564,frc68,22,2015inkok,2015
1565,frc68,0,2015micen,2015
1566,frc68,18,2015micen,2015
1567,frc68,0,2015micmp,2015
1568,frc68,1,2015milan,2015
1569,frc68,17,2015milan,2015
1570,frc68,18,2015milan,2015
1571,frc68,3,2016micmp,2016
1572,frc68,9,2016micmp,2016
1573,frc68,9,2016mihow,2016
1574,frc68,0,2016milan,2016
1575,frc68,18,2017miann,2017
1576,frc68,9,2017miann,2017
1577,frc68,27,2017micmp3,2017
1578,frc68,4,2017micmp,2017
1579,frc68,13,2017milan,2017
1580,frc68,18,2017milan,2017
1581,frc68,0,2017mimar,2017
1582,frc68,1,2017mimar,2017
1583,frc68,18,2018miwat,2018
1584,frc68,1,2019mibg,2019
1585,frc68,16,2019migul,2019
1586,frc68,2,2019migul,2019
1587,frc68,13,2019mitry,2019
1588,frc69,47,1996cmp,1996
1589,frc69,30,1996nh,1996
1590,frc69,17,1997nh,1997
1591,frc69,2,1997nh,1997
1592,frc69,39,1997nh,1997
1593,frc69,10,1998nh,1998
1594,frc69,20,2000ne,2000
1595,frc69,1,2001ct,2001
1596,frc69,1,2002ct,2002
1597,frc69,13,2002ct,2002
1598,frc69,2,2003nh,2003
1599,frc69,1,2004ca,2004
1600,frc69,20,2004ca,2004
1601,frc69,1,2004nh,2004
1602,frc69,26,2004nh,2004
1603,frc69,1,2005ca,2005
1604,frc69,17,2005ca,2005
1605,frc69,1,2005ct,2005
1606,frc69,26,2005ct,2005
1607,frc69,2,2006ma,2006
1608,frc69,26,2007fl,2007
1609,frc69,1,2007ma,2007
1610,frc69,29,2007ma,2007
1611,frc69,2,2008fl,2008
1612,frc69,29,2008ma,2008
1613,frc69,16,2009az,2009
1614,frc69,12,2010ma,2010
1615,frc69,20,2011ct,2011
1616,frc69,2,2014mabos,2014
1617,frc69,21,2015mabos,2015
1618,frc69,11,2016mabos,2016
1619,frc69,11,2016manda,2016
1620,frc69,18,2017mawor,2017
1621,frc69,20,2018mabos,2018
1622,frc69,2,2019mabri,2019
1623,frc69,20,2019nhdur,2019
1624,frc70,2,2006cur,2006
1625,frc70,1,2006mi,2006
1626,frc70,20,2006oh,2006
1627,frc70,18,2006wi,2006
1628,frc70,2,2006wi,2006
1629,frc70,16,2008mi,2008
1630,frc70,1,2009gg,2009
1631,frc70,16,2009gg,2009
1632,frc70,29,2009gl,2009
1633,frc70,18,2009grl,2009
1634,frc70,29,2009grl,2009
1635,frc70,21,2010dt,2010
1636,frc70,1,2010gg,2010
1637,frc70,1,2011gl,2011
1638,frc70,1,2013miket,2013
1639,frc70,29,2013miwmi,2013
1640,frc70,2,2014mibed,2014
1641,frc70,21,2014miket,2014
1642,frc70,17,2014miwmi,2014
1643,frc70,20,2015cur,2015
1644,frc70,2,2015miket,2015
1645,frc70,21,2015miket,2015
1646,frc70,13,2015misjo,2015
1647,frc70,2,2015misjo,2015
1648,frc70,1,2016miket,2016
1649,frc70,21,2016miket,2016
1650,frc70,29,2017miket,2017
1651,frc70,30,2017milan,2017
1652,frc70,1,2018cur,2018
1653,frc70,17,2018miket,2018
1654,frc70,17,2019miket,2019
1655,frc70,16,2020mike2,2020
1656,frc71,39,1996cmp,1996
1657,frc71,1,1997cmp,1997
1658,frc71,38,1997cmp,1997
1659,frc71,1,1997il,1997
1660,frc71,39,1997il,1997
1661,frc71,20,1998cmp,1998
1662,frc71,20,1998il,1998
1663,frc71,1,1999il,1999
1664,frc71,39,1999il,1999
1665,frc71,1,1999mi,1999
1666,frc71,19,1999mi,1999
1667,frc71,20,2000il,2000
1668,frc71,1,2001cmp,2001
1669,frc71,3,2001cmp,2001
1670,frc71,1,2001il,2001
1671,frc71,39,2001il,2001
1672,frc71,40,2001il,2001
1673,frc71,1,2001mi2,2001
1674,frc71,16,2001mi2,2001
1675,frc71,39,2001mi2,2001
1676,frc71,40,2001mi2,2001
1677,frc71,1,2001new,2001
1678,frc71,1,2002cmp,2002
