,recipient,award_type,event_key,year
2765,frc121,1,1997nh,1997
2766,frc121,38,1997nh,1997
2767,frc121,2,1998cmp,1998
2768,frc121,1,1999pa,1999
2769,frc121,16,2001ny2,2001
2770,frc121,2,2002arc,2002
2771,frc121,39,2002arc,2002
2772,frc121,17,2002cmp,2002
2773,frc121,1,2002ct,2002
2774,frc121,0,2002ny,2002
2775,frc121,2,2003nh,2003
2776,frc121,3,2004ct,2004
2777,frc121,1,2005nh,2005
2778,frc121,1,2006ma,2006
2779,frc121,16,2006ma,2006
2780,frc121,2,2007ma,2007
2781,frc121,1,2008nh,2008
2782,frc121,13,2008nh,2008
2783,frc121,16,2009ct,2009
2784,frc121,1,2009new,2009
2785,frc121,1,2009nh,2009
2786,frc121,16,2009nh,2009
2787,frc121,17,2011wor,2011
2788,frc121,1,2018mabri,2018
2789,frc122,43,2000pa,2000
2790,frc122,1,2000va,2000
2791,frc122,19,2000va,2000
2792,frc122,39,2000va,2000
2793,frc122,1,2001gal,2001
2794,frc122,26,2001pa,2001
2795,frc122,16,2002pa,2002
2796,frc122,2,2002pa,2002
2797,frc122,38,2002va,2002
2798,frc122,39,2002va,2002
2799,frc122,19,2003va,2003
2800,frc122,1,2004sc,2004
2801,frc122,27,2004sc,2004
2802,frc122,19,2005md,2005
2803,frc122,2,2005md,2005
2804,frc122,1,2005va,2005
2805,frc122,19,2005va,2005
2806,frc122,2,2006new,2006
2807,frc122,13,2008va,2008
2808,frc122,13,2009dc,2009
2809,frc122,13,2009va,2009
2810,frc122,23,2010nc,2010
2811,frc122,0,2010va,2010
2812,frc122,22,2010va,2010
2813,frc122,0,2011ga,2011
2814,frc122,12,2011ga,2011
2815,frc122,3,2011ga,2011
2816,frc122,23,2011va,2011
2817,frc122,11,2012va,2012
2818,frc122,27,2013ncre,2013
2819,frc122,11,2014ncre,2014
2820,frc122,2,2016vados,2016
2821,frc122,1,2016vapor,2016
2822,frc122,17,2016vapor,2016
2823,frc122,1,2018vapor,2018
2824,frc122,17,2019vagle,2019
2825,frc123,30,1998cmp,1998
2826,frc123,13,1998il,1998
2827,frc123,30,1998mi,1998
2828,frc123,51,1999cmp,1999
2829,frc123,13,1999il,1999
2830,frc123,13,2000il,2000
2831,frc123,22,2003gl,2003
2832,frc123,2,2005dt,2005
2833,frc123,16,2006dt,2006
2834,frc123,16,2006oh,2006
2835,frc123,1,2007dt,2007
2836,frc123,1,2007pit,2007
2837,frc123,19,2007pit,2007
2838,frc123,16,2009dt1,2009
2839,frc123,20,2010dt1,2010
2840,frc123,20,2011ww,2011
2841,frc123,0,2012dt,2012
2842,frc123,9,2012migl,2012
2843,frc123,2,2012ww,2012
2844,frc123,29,2013midet,2013
2845,frc123,9,2015micen,2015
2846,frc123,29,2015micmp,2015
2847,frc123,22,2015mifla,2015
2848,frc123,29,2016micen,2016
2849,frc123,2,2016misou,2016
2850,frc123,30,2017mibro,2017
2851,frc123,22,2017micen,2017
2852,frc123,2,2018micen,2018
2853,frc123,22,2018micen,2018
2854,frc123,2,2019midet,2019
2855,frc123,71,2019midet,2019
2856,frc123,29,2019misou,2019
2857,frc124,47,1997nj,1997
2858,frc124,19,1999ne,1999
2859,frc124,44,2000ne,2000
2860,frc125,1,2001cmp,2001
2861,frc125,2,2001ct,2001
2862,frc125,1,2001new,2001
2863,frc125,3,2004md,2004
2864,frc125,1,2007ma,2007
2865,frc125,26,2008ma,2008
2866,frc125,26,2009ma,2009
2867,frc125,20,2010ma,2010
2868,frc125,2,2011la,2011
2869,frc125,29,2011la,2011
2870,frc125,16,2011ma,2011
2871,frc125,2,2011ma,2011
2872,frc125,2,2012ma,2012
2873,frc125,1,2012ny,2012
2874,frc125,16,2013flor,2013
2875,frc125,2,2013flor,2013
2876,frc125,1,2013mabo,2013
2877,frc125,2,2013mele,2013
2878,frc125,1,2014mabos,2014
2879,frc125,16,2014mabos,2014
2880,frc125,0,2014melew,2014
2881,frc125,1,2014melew,2014
2882,frc125,1,2014rismi,2014
2883,frc125,21,2014rismi,2014
2884,frc125,4,2015cmp,2015
2885,frc125,0,2015flfo,2015
2886,frc125,11,2015hop,2015
2887,frc125,2,2015hop,2015
2888,frc125,1,2015mabos,2015
2889,frc125,29,2015mabos,2015
2890,frc125,16,2015manda,2015
2891,frc125,2,2015manda,2015
2892,frc125,16,2015necmp,2015
2893,frc125,4,2015necmp,2015
2894,frc125,16,2015rismi,2015
2895,frc125,1,2016azfl,2016
2896,frc125,29,2016azfl,2016
2897,frc125,2,2016mabos,2016
2898,frc125,16,2016melew,2016
2899,frc125,2,2016melew,2016
2900,frc125,1,2016necmp,2016
2901,frc125,21,2016necmp,2016
2902,frc125,0,2016ripro,2016
2903,frc125,2,2016ripro,2016
2904,frc125,1,2017cars,2017
2905,frc125,2,2017flwp,2017
2906,frc125,20,2017flwp,2017
2907,frc125,0,2017mabos,2017
2908,frc125,2,2017mabos,2017
2909,frc125,5,2017mabri,2017
2910,frc125,21,2017melew,2017
2911,frc125,0,2017necmp,2017
2912,frc125,5,2017necmp,2017
2913,frc125,20,2017ripro,2017
2914,frc125,13,2018dar,2018
2915,frc125,1,2018mabos,2018
2916,frc125,29,2018mabos,2018
2917,frc125,0,2018marea,2018
2918,frc125,2,2018marea,2018
2919,frc125,0,2018necmp,2018
2920,frc125,16,2018rismi,2018
2921,frc125,2,2018scmb,2018
2922,frc125,21,2018scmb,2018
2923,frc125,68,2018scmb,2018
2924,frc125,1,2019mabos,2019
2925,frc125,21,2019mabos,2019
2926,frc125,0,2019mabri,2019
2927,frc125,1,2019macma,2019
2928,frc125,9,2019macma,2019
2929,frc125,0,2019necmp,2019
2930,frc125,1,2019necmp,2019
2931,frc125,4,2019necmp,2019
2932,frc125,71,2019nyut,2019
2933,frc125,0,2020marea,2020
2934,frc126,1,1992cmp,1992
2935,frc126,20,1992cmp,1992
2936,frc126,17,1993cmp,1993
2937,frc126,2,1995cmp,1995
2938,frc126,51,1995cmp,1995
2939,frc126,38,1996cmp,1996
2940,frc126,43,1997nh,1997
2941,frc126,38,1998nh,1998
2942,frc126,45,1998nh,1998
2943,frc126,43,1999cmp,1999
2944,frc126,56,1999cmp,1999
2945,frc126,1,1999ne,1999
2946,frc126,43,1999ne,1999
2947,frc126,2,2000cmp,2000
2948,frc126,47,2000ne,2000
2949,frc126,1,2001ct,2001
2950,frc126,17,2003ct,2003
2951,frc126,16,2004ct,2004
2952,frc126,2,2004ct,2004
2953,frc126,1,2005ct,2005
2954,frc126,17,2005ct,2005
2955,frc126,1,2005nh,2005
2956,frc126,9,2005nh,2005
2957,frc126,17,2006ct,2006
2958,frc126,19,2006ct,2006
2959,frc126,22,2006ma,2006
2960,frc126,3,2006ma,2006
2961,frc126,0,2007ma,2007
2962,frc126,1,2007ma,2007
2963,frc126,17,2007nh,2007
2964,frc126,9,2008ct,2008
2965,frc126,0,2008nh,2008
2966,frc126,26,2008nh,2008
2967,frc126,1,2009ct,2009
2968,frc126,3,2009ma,2009
2969,frc126,30,2009ma,2009
2970,frc126,30,2011nh,2011
2971,frc126,9,2012nh,2012
2972,frc126,0,2013mabo,2013
2973,frc126,1,2013mabo,2013
2974,frc126,22,2014mabos,2014
2975,frc126,13,2014nhdur,2014
2976,frc126,13,2015mabos,2015
2977,frc126,2,2015nhdur,2015
2978,frc126,13,2016mawor,2016
2979,frc126,3,2016necmp,2016
2980,frc126,13,2018rismi,2018
2981,frc126,13,2019macma,2019
2982,frc126,17,2019nhsnh,2019
2983,frc126,18,2019nhsnh,2019
2984,frc127,44,2000tx,2000
2985,frc128,30,1997cmp,1997
2986,frc128,60,1999cmp,1999
2987,frc128,2,2001gal,2001
2988,frc128,30,2002mi,2002
2989,frc128,19,2003mi,2003
2990,frc128,13,2003pit,2003
2991,frc128,1,2005pit,2005
2992,frc128,3,2005pit,2005
2993,frc128,4,2012cmp,2012
2994,frc128,17,2012pit,2012
2995,frc128,4,2012pit,2012
2996,frc128,16,2013mdba,2013
2997,frc128,0,2013papi,2013
2998,frc128,1,2013papi,2013
2999,frc128,30,2016ohci,2016
3000,frc128,13,2016paca,2016
3001,frc128,4,2017ohcl,2017
3002,frc128,11,2020ohmv,2020
3003,frc130,47,1997nh,1997
3004,frc131,43,1992cmp,1992
3005,frc131,63,1992cmp,1992
3006,frc131,43,1995cmp,1995
3007,frc131,1,1995nh,1995
3008,frc131,39,1995nh,1995
3009,frc131,43,1995nh,1995
3010,frc131,47,1996nh,1996
3011,frc131,2,1998nh,1998
3012,frc131,2,2000cmp,2000
3013,frc131,1,2000ne,2000
3014,frc131,0,2002ct,2002
3015,frc131,13,2003nh,2003
3016,frc131,3,2004cmp,2004
3017,frc131,3,2004nh,2004
3018,frc131,3,2009nh,2009
3019,frc131,9,2010nh,2010
3020,frc131,2,2011nh,2011
3021,frc131,9,2011nh,2011
3022,frc131,1,2012nh,2012
3023,frc131,0,2013nhma,2013
3024,frc131,2,2014nhdur,2014
3025,frc131,29,2014nhdur,2014
3026,frc131,13,2014nhnas,2014
3027,frc131,2,2014nhnas,2014
3028,frc131,20,2016nhgrs,2016
3029,frc131,17,2017nhbed,2017
3030,frc131,29,2019nhgrs,2019
3031,frc131,29,2019nhsnh,2019
3032,frc132,45,1998cmp,1998
3033,frc132,19,1999cmp,1999
3034,frc133,13,1997nh,1997
3035,frc133,45,1997nh,1997
3036,frc133,46,1998nh,1998
3037,frc133,38,1999nj,1999
3038,frc133,1,2001nj,2001
3039,frc133,13,2001nj,2001
3040,frc133,19,2004nh,2004
3041,frc133,16,2005nh,2005
3042,frc133,32,2005nh,2005
3043,frc133,1,2006nh,2006
3044,frc133,29,2006nh,2006
3045,frc133,18,2007nh,2007
3046,frc133,20,2008nh,2008
3047,frc133,3,2008nh,2008
3048,frc133,18,2009nh,2009
3049,frc133,22,2009nh,2009
3050,frc133,17,2011nh,2011
3051,frc133,11,2012nh,2012
3052,frc133,3,2013nhma,2013
3053,frc133,2,2014melew,2014
3054,frc133,30,2014nhnas,2014
3055,frc133,2,2015melew,2015
3056,frc133,21,2015melew,2015
3057,frc133,13,2015necmp,2015
3058,frc133,1,2015nhdur,2015
3059,frc133,30,2015nhdur,2015
3060,frc133,2,2016carv,2016
3061,frc133,16,2016marea,2016
3062,frc133,1,2016melew,2016
3063,frc133,21,2016melew,2016
3064,frc133,2,2016necmp,2016
3065,frc133,1,2017bc,2017
3066,frc133,13,2017melew,2017
3067,frc133,2,2017mesh,2017
3068,frc133,4,2017necmp,2017
3069,frc133,1,2018marea,2018
3070,frc133,0,2018melew,2018
3071,frc133,1,2018melew,2018
3072,frc133,1,2019dal,2019
3073,frc133,1,2019melew,2019
3074,frc133,29,2019melew,2019
3075,frc133,1,2019nhsnh,2019
3076,frc133,16,2019nhsnh,2019
3077,frc133,17,2019rismi,2019
3078,frc133,2,2019rismi,2019
3079,frc133,17,2020nhgrs,2020
3080,frc134,1,2000pa,2000
3081,frc134,47,2000pa,2000
3082,frc134,27,2001pa,2001
3083,frc134,1,2003md,2003
3084,frc134,38,2004nh,2004
3085,frc134,13,2007ct,2007
3086,frc134,1,2008nh,2008
3087,frc134,2,2009md,2009
3088,frc134,2,2010nh,2010
3089,frc135,49,1998il,1998
3090,frc135,43,1999mi,1999
3091,frc135,45,2000il,2000
3092,frc135,2,2001gal,2001
3093,frc135,2,2001il,2001
3094,frc135,26,2001il,2001
3095,frc135,38,2002il,2002
3096,frc135,22,2003il,2003
3097,frc135,22,2004il,2004
3098,frc135,17,2005in,2005
3099,frc135,2,2005in,2005
3100,frc135,2,2005new,2005
3101,frc135,17,2005oh,2005
3102,frc135,2,2005oh,2005
3103,frc135,22,2005oh,2005
3104,frc135,32,2005oh,2005
3105,frc135,9,2007in,2007
3106,frc135,32,2008mo,2008
3107,frc135,2,2009il,2009
3108,frc135,2,2009new,2009
3109,frc135,4,2011cmp,2011
3110,frc135,3,2011wi,2011
3111,frc135,4,2011wi,2011
3112,frc135,1,2014inth,2014
3113,frc135,1,2014inwl,2014
3114,frc135,13,2014inwl,2014
3115,frc135,0,2015incmp,2015
3116,frc135,0,2015inkok,2015
3117,frc135,1,2015inkok,2015
3118,frc135,13,2015inwla,2015
3119,frc135,9,2016incmp,2016
3120,frc135,9,2016inpmh,2016
3121,frc135,13,2016inwla,2016
3122,frc135,0,2017incmp,2017
3123,frc135,0,2017inpmh,2017
3124,frc135,4,2018cmpmi,2018
3125,frc135,4,2018incmp,2018
3126,frc135,0,2018inmis,2018
3127,frc135,11,2018inpla,2018
3128,frc135,0,2019inmis,2019
3129,frc135,11,2019inwla,2019
3130,frc135,0,2020inmis,2020
3131,frc136,13,1997nj,1997
3132,frc136,13,2005nj,2005
3133,frc136,13,2013njfla,2013
3134,frc138,38,2002ct,2002
3135,frc138,2,2004nh,2004
3136,frc138,2,2005nh,2005
3137,frc138,38,2005nh,2005
3138,frc138,26,2006nh,2006
3139,frc138,32,2007nh,2007
3140,frc138,32,2008nh,2008
3141,frc138,32,2009nh,2009
3142,frc138,2,2011nc,2011
3143,frc138,1,2014nhnas,2014
3144,frc138,16,2014nhnas,2014
3145,frc138,13,2015nhdur,2015
3146,frc138,2,2015nhnas,2015
3147,frc138,13,2016nhgrs,2016
3148,frc138,2,2018nhdur,2018
3149,frc140,13,2003nj,2003
3150,frc140,27,2004nh,2004
3151,frc140,31,2004nh,2004
3152,frc141,46,1995cmp,1995
3153,frc141,19,1997il,1997
3154,frc141,26,2000mi,2000
3155,frc141,20,2001mi1,2001
3156,frc141,2,2001new,2001
3157,frc141,38,2003mi,2003
3158,frc141,19,2003oh,2003
3159,frc141,27,2004md,2004
3160,frc141,0,2004mi,2004
3161,frc141,1,2004mi,2004
3162,frc141,9,2004oh,2004
3163,frc141,22,2005mi,2005
3164,frc141,9,2005oh,2005
3165,frc141,17,2006il,2006
3166,frc141,2,2006il,2006
3167,frc141,22,2006mi,2006
3168,frc141,19,2006oh,2006
3169,frc141,2,2006oh,2006
3170,frc141,13,2007in,2007
3171,frc141,13,2007mi,2007
3172,frc141,2,2008mi,2008
3173,frc141,9,2008mi,2008
3174,frc141,2,2008new,2008
3175,frc141,17,2008wi,2008
3176,frc141,22,2009gl,2009
3177,frc141,26,2009gt,2009
3178,frc141,22,2009mi,2009
3179,frc141,26,2009wi,2009
3180,frc141,9,2010cmp,2010
3181,frc141,9,2010gl,2010
3182,frc141,38,2010gt,2010
3183,frc141,9,2010mi,2010
3184,frc141,20,2011gl,2011
3185,frc141,1,2011gt,2011
3186,frc141,9,2011gt,2011
3187,frc141,20,2011mi,2011
3188,frc141,9,2011mn,2011
3189,frc141,9,2011swm,2011
3190,frc141,13,2012dc,2012
3191,frc141,2,2012dc,2012
3192,frc141,27,2012gt,2012
3193,frc141,1,2012mi,2012
3194,frc141,22,2012mi,2012
3195,frc141,9,2013migul,2013
3196,frc141,0,2013miwmi,2013
3197,frc141,4,2014micmp,2014
3198,frc141,9,2014misjo,2014
3199,frc141,20,2014miwmi,2014
3200,frc141,17,2014onwi,2014
3201,frc141,30,2014onwi,2014
3202,frc141,0,2015mihow,2015
3203,frc141,22,2015miwmi,2015
3204,frc141,9,2016flwp,2016
3205,frc141,30,2016miwmi,2016
3206,frc141,27,2017arli,2017
3207,frc141,29,2017inwla,2017
3208,frc141,22,2017micmp4,2017
3209,frc141,9,2017miken,2017
3210,frc141,1,2017miwmi,2017
3211,frc141,22,2017miwmi,2017
3212,frc141,29,2018alhu,2018
3213,frc141,2,2018dal,2018
3214,frc141,22,2018milsu,2018
3215,frc141,22,2018miwmi,2018
3216,frc141,1,2018vahay,2018
3217,frc141,21,2019micmp1,2019
3218,frc141,0,2019milsu,2019
3219,frc141,27,2019miwmi,2019
3220,frc141,0,2020mifer,2020
3221,frc144,1,1994cmp,1994
3222,frc144,38,1995cmp,1995
3223,frc144,38,1995nh,1995
3224,frc144,0,1996cmp,1996
3225,frc144,32,1996cmp,1996
3226,frc144,38,1997il,1997
3227,frc144,1,2001arc,2001
3228,frc144,2,2001cmp,2001
3229,frc144,39,2001mi1,2001
3230,frc144,1,2002cur,2002
3231,frc144,39,2002cur,2002
3232,frc144,4,2012ohc,2012
3233,frc144,1,2015carv,2015
3234,frc144,2,2015ohci,2015
3235,frc144,1,2015papi,2015
3236,frc144,3,2015papi,2015
3237,frc144,30,2016paca,2016
3238,frc144,16,2017ilch,2017
3239,frc144,16,2017ohsp,2017
3240,frc144,11,2017paca,2017
3241,frc144,20,2018tnkn,2018
3242,frc144,13,2019ohmv,2019
3243,frc144,17,2019paca,2019
3244,frc145,19,1997nj,1997
3245,frc145,47,1999pa,1999
3246,frc145,2,2001nj,2001
3247,frc145,16,2002ct,2002
3248,frc145,19,2003pa,2003
3249,frc145,13,2004pa,2004
3250,frc145,29,2008roc,2008
3251,frc145,27,2011roc,2011
3252,frc145,2,2013nyro,2013
3253,frc145,27,2013nyro,2013
3254,frc145,2,2014nytr,2014
3255,frc145,21,2014nytr,2014
3256,frc145,27,2018nyut,2018
3257,frc146,17,1995cmp,1995
3258,frc146,20,1995nh,1995
3259,frc146,19,1996cmp,1996
3260,frc146,2,1996nh,1996
3261,frc146,46,1996nh,1996
3262,frc146,44,1997cmp,1997
3263,frc146,19,1997nh,1997
3264,frc146,19,1998nh,1998
3265,frc146,2,2000ne,2000
3266,frc147,45,1997cmp,1997
3267,frc147,44,1997nj,1997
3268,frc147,13,1999fl,1999
3269,frc147,2,2001fl,2001
3270,frc148,1,1993cmp,1993
3271,frc148,44,1994cmp,1994
3272,frc148,47,1995cmp,1995
3273,frc148,51,1996cmp,1996
3274,frc148,47,1997cmp,1997
3275,frc148,51,1997cmp,1997
3276,frc148,20,1997il,1997
3277,frc148,44,1998tx,1998
3278,frc148,45,1998tx,1998
3279,frc148,1,2001tx,2001
3280,frc148,38,2001tx,2001
3281,frc148,0,2002tx,2002
3282,frc148,16,2003tx,2003
3283,frc148,20,2003tx,2003
3284,frc148,2,2004tx,2004
3285,frc148,31,2004tx,2004
3286,frc148,31,2005tx,2005
3287,frc148,26,2006tx,2006
3288,frc148,31,2006tx,2006
3289,frc148,2,2007mo,2007
3290,frc148,20,2007mo,2007
3291,frc148,16,2007tx,2007
3292,frc148,1,2008cmp,2008
3293,frc148,1,2008gal,2008
3294,frc148,2,2008la,2008
3295,frc148,26,2008la,2008
3296,frc148,3,2008la,2008
3297,frc148,1,2008mo,2008
3298,frc148,29,2008mo,2008
3299,frc148,1,2009da,2009
3300,frc148,17,2009da,2009
3301,frc148,16,2009tx,2009
3302,frc148,2,2010arc,2010
3303,frc148,1,2010da,2010
3304,frc148,12,2010da,2010
3305,frc148,17,2010da,2010
3306,frc148,1,2010tx,2010
3307,frc148,12,2010tx,2010
3308,frc148,20,2010tx,2010
3309,frc148,1,2011da,2011
3310,frc148,17,2011da,2011
3311,frc148,12,2011new,2011
3312,frc148,1,2011stx,2011
3313,frc148,16,2011stx,2011
3314,frc148,1,2012da,2012
3315,frc148,17,2012da,2012
3316,frc148,1,2012il,2012
3317,frc148,17,2012il,2012
3318,frc148,31,2012il,2012
3319,frc148,17,2012stx,2012
3320,frc148,2,2012stx,2012
3321,frc148,17,2013casj,2013
3322,frc148,1,2013cur,2013
3323,frc148,1,2013txda,2013
3324,frc148,13,2013txda,2013
3325,frc148,1,2013txho,2013
3326,frc148,17,2013txho,2013
3327,frc148,1,2014txda,2014
3328,frc148,17,2014txda,2014
3329,frc148,1,2014txho,2014
3330,frc148,21,2014txho,2014
3331,frc148,2,2014txsa,2014
3332,frc148,29,2014txsa,2014
3333,frc148,1,2015cur,2015
3334,frc148,16,2015cur,2015
3335,frc148,1,2015nvlv,2015
3336,frc148,16,2015nvlv,2015
3337,frc148,2,2015txda,2015
3338,frc148,21,2015txda,2015
3339,frc148,1,2016hop,2016
3340,frc148,16,2016hop,2016
3341,frc148,17,2016onwa,2016
3342,frc148,1,2016txda,2016
3343,frc148,17,2016txda,2016
3344,frc148,3,2016txda,2016
3345,frc148,1,2016txsa,2016
3346,frc148,16,2016txsa,2016
3347,frc148,2,2017nvlv,2017
3348,frc148,9,2017nvlv,2017
3349,frc148,16,2017txda,2017
3350,frc148,2,2017txda,2017
3351,frc148,11,2017txwo,2017
3352,frc148,2,2017txwo,2017
3353,frc148,1,2018cmptx,2018
3354,frc148,16,2018code,2018
3355,frc148,2,2018code,2018
3356,frc148,1,2018hop,2018
3357,frc148,1,2018txda,2018
3358,frc148,21,2018txda,2018
3359,frc148,1,2019ftcmp,2019
3360,frc148,1,2019roe,2019
3361,frc148,17,2019roe,2019
3362,frc148,1,2019txama,2019
3363,frc148,17,2019txama,2019
3364,frc148,1,2019txdls,2019
3365,frc148,16,2019txdls,2019
3366,frc148,1,2020txpla,2020
3367,frc148,21,2020txpla,2020
3368,frc151,39,1993cmp,1993
3369,frc151,19,1994cmp,1994
3370,frc151,0,1995cmp,1995
3371,frc151,30,1996cmp,1996
3372,frc151,1,1996nh,1996
3373,frc151,38,1996nh,1996
3374,frc151,39,1996nh,1996
3375,frc151,20,1998cmp,1998
3376,frc151,13,1999ne,1999
3377,frc151,52,2001cmp,2001
3378,frc151,38,2001ct,2001
3379,frc151,9,2002ct,2002
3380,frc151,32,2004nh,2004
3381,frc151,31,2006nh,2006
3382,frc151,13,2016nhdur,2016
3383,frc153,39,1999nj,1999
3384,frc153,47,1999nj,1999
3385,frc153,43,2000nj,2000
3386,frc155,30,1997nh,1997
3387,frc155,46,1999ne,1999
3388,frc155,30,2001ct,2001
3389,frc155,27,2002ct,2002
3390,frc155,30,2003ct,2003
3391,frc155,3,2005nh,2005
3392,frc155,13,2007ma,2007
3393,frc155,18,2007ma,2007
3394,frc155,3,2007ma,2007
3395,frc155,27,2008ma,2008
3396,frc155,2,2009ma,2009
3397,frc155,27,2009ma,2009
3398,frc155,3,2010ma,2010
3399,frc155,1,2011ct,2011
3400,frc155,30,2012ct,2012
3401,frc155,2,2013lake,2013
3402,frc155,29,2014ctsou,2014
3403,frc155,1,2014melew,2014
3404,frc155,21,2014melew,2014
3405,frc155,18,2015ctwat,2015
3406,frc155,30,2015manda,2015
3407,frc155,18,2015necmp,2015
3408,frc155,18,2016cthar,2016
3409,frc155,2,2016cthar,2016
3410,frc155,1,2016manda,2016
3411,frc155,21,2017ctwat,2017
3412,frc155,20,2017mabos,2017
3413,frc155,4,2017necmp,2017
3414,frc155,23,2017wiwi,2017
3415,frc155,18,2018cthar,2018
3416,frc155,27,2018cthar,2018
3417,frc155,27,2018ctsct,2018
3418,frc155,9,2018nhgrs,2018
3419,frc155,30,2019macma,2019
3420,frc156,16,2011roc,2011
3421,frc156,16,2013papi,2013
3422,frc156,3,2016paca,2016
3423,frc156,1,2017ohcl,2017
3424,frc156,30,2019ohmv,2019
3425,frc157,20,1994cmp,1994
3426,frc157,46,1995nh,1995
3427,frc157,46,1996cmp,1996
3428,frc157,17,1996nh,1996
3429,frc157,17,1999ne,1999
3430,frc157,39,1999ne,1999
3431,frc157,17,2000ne,2000
3432,frc157,17,2002ct,2002
3433,frc157,39,2002ct,2002
3434,frc157,1,2002pa,2002
3435,frc157,39,2002pa,2002
3436,frc157,1,2003ct,2003
3437,frc157,26,2003nh,2003
3438,frc157,30,2004nh,2004
3439,frc157,19,2005ct,2005
3440,frc157,30,2005nh,2005
3441,frc157,20,2006ct,2006
3442,frc157,20,2006ma,2006
3443,frc157,13,2007fl,2007
3444,frc157,13,2008ct,2008
3445,frc157,38,2009ma,2009
3446,frc157,30,2014mawor,2014
3447,frc157,13,2015nhnas,2015
3448,frc157,21,2015rismi,2015
3449,frc157,17,2016mawor,2016
3450,frc157,18,2016ripro,2016
3451,frc157,17,2017ripro,2017
3452,frc159,16,2001ca2,2001
3453,frc159,0,2002wa,2002
3454,frc159,22,2002wa,2002
3455,frc159,9,2004co,2004
3456,frc159,2,2005co,2005
3457,frc159,26,2005co,2005
3458,frc159,30,2005co,2005
3459,frc159,0,2006co,2006
3460,frc159,29,2006co,2006
3461,frc159,0,2007co,2007
3462,frc159,31,2007co,2007
3463,frc159,0,2008co,2008
3464,frc159,17,2010co,2010
3465,frc159,16,2012co,2012
3466,frc159,2,2012co,2012
3467,frc159,11,2014code,2014
3468,frc159,2,2017txlu,2017
3469,frc159,3,2018code,2018
3470,frc159,2,2018utwv,2018
3471,frc161,10,1995cmp,1995
3472,frc161,30,1996cmp,1996
3473,frc162,10,1997cmp,1997
3474,frc162,10,1997il,1997
3475,frc162,13,1997il,1997
3476,frc163,46,1998mi,1998
3477,frc165,10,1998nj,1998
3478,frc165,45,1998nj,1998
3479,frc165,17,2000pa,2000
3480,frc165,1,2001pa,2001
3481,frc165,2,2004va,2004
3482,frc166,52,2002cmp,2002
3483,frc166,40,2002ct,2002
3484,frc166,9,2003nh,2003
3485,frc166,13,2006nh,2006
3486,frc166,18,2006nh,2006
3487,frc166,13,2007nh,2007
3488,frc166,11,2008wi,2008
3489,frc166,38,2009nh,2009
3490,frc166,19,2010nh,2010
3491,frc166,0,2011nh,2011
3492,frc166,4,2011nh,2011
3493,frc166,17,2011nv,2011
3494,frc166,30,2014melew,2014
3495,frc166,22,2014nhdur,2014
3496,frc166,22,2015mabos,2015
3497,frc166,11,2015maspr,2015
3498,frc166,17,2016melew,2016
3499,frc166,2,2016melew,2016
3500,frc166,27,2016necmp,2016
3501,frc166,0,2016nhdur,2016
3502,frc166,9,2017melew,2017
3503,frc166,27,2018mabri,2018
3504,frc166,9,2018nhdur,2018
3505,frc166,27,2019gagai,2019
3506,frc166,16,2019nhdur,2019
3507,frc166,27,2019nhsnh,2019
3508,frc166,1,2020ctnct,2020
3509,frc167,26,2003cmp,2003
3510,frc167,2,2003gal,2003
3511,frc167,26,2003il,2003
3512,frc167,2,2012wi,2012
3513,frc167,2,2019mndu,2019
3514,frc167,1,2020mndu,2020
3515,frc168,13,1999fl,1999
3516,frc168,13,2000fl,2000
3517,frc168,2,2002new,2002
3518,frc168,40,2002new,2002
3519,frc168,1,2003fl,2003
3520,frc168,13,2009fl,2009
3521,frc169,30,1998tx,1998
3522,frc171,51,1997cmp,1997
3523,frc171,2,2002mo,2002
3524,frc171,9,2002mo,2002
3525,frc171,1,2003mo,2003
3526,frc171,16,2006mo,2006
3527,frc171,13,2007wi,2007
3528,frc171,1,2008wi,2008
3529,frc171,29,2008wi,2008
3530,frc171,17,2010mn2,2010
3531,frc171,2,2010mn2,2010
3532,frc171,1,2010wi,2010
3533,frc171,20,2011mn2,2011
3534,frc171,17,2011wi,2011
3535,frc171,11,2012mn2,2012
3536,frc171,2,2014ilil,2014
3537,frc171,2,2015ilch,2015
3538,frc171,20,2016ilch,2016
3539,frc172,30,2007nh,2007
3540,frc172,30,2008nh,2008
3541,frc172,30,2009nh,2009
3542,frc172,30,2010wor,2010
3543,frc172,29,2013mele,2013
3544,frc172,2,2013nhma,2013
3545,frc172,9,2013nhma,2013
3546,frc172,17,2014nhnas,2014
3547,frc172,9,2015mabos,2015
3548,frc172,18,2015melew,2015
3549,frc172,9,2016mawor,2016
3550,frc172,27,2016melew,2016
3551,frc172,9,2016necmp,2016
3552,frc172,16,2017mabri,2017
3553,frc172,27,2017melew,2017
3554,frc172,9,2018melew,2018
3555,frc172,5,2019cmpmi,2019
3556,frc172,30,2019dal,2019
3557,frc172,13,2019mabri,2019
3558,frc172,27,2019melew,2019
3559,frc172,27,2019necmp,2019
3560,frc173,60,1999cmp,1999
3561,frc173,39,2000ne,2000
3562,frc173,1,2002cmp,2002
3563,frc173,2,2002ct,2002
3564,frc173,1,2002li,2002
3565,frc173,13,2002li,2002
3566,frc173,1,2002new,2002
3567,frc173,39,2002new,2002
3568,frc173,27,2003ct,2003
3569,frc173,31,2003ct,2003
3570,frc173,20,2003li,2003
